sample_id,scenario,category,label,video_path,sensor_path,split
215,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_15.mp4,data\raw\sensors\accident_accident_rearend_15.csv,train
216,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_16.mp4,data\raw\sensors\accident_accident_rearend_16.csv,train
217,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_17.mp4,data\raw\sensors\accident_accident_rearend_17.csv,train
218,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_18.mp4,data\raw\sensors\accident_accident_rearend_18.csv,train
219,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_19.mp4,data\raw\sensors\accident_accident_rearend_19.csv,train
220,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_20.mp4,data\raw\sensors\accident_accident_rearend_20.csv,train
221,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_21.mp4,data\raw\sensors\accident_accident_rearend_21.csv,train
222,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_22.mp4,data\raw\sensors\accident_accident_rearend_22.csv,train
223,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_23.mp4,data\raw\sensors\accident_accident_rearend_23.csv,train
224,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_24.mp4,data\raw\sensors\accident_accident_rearend_24.csv,train
225,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_25.mp4,data\raw\sensors\accident_accident_rearend_25.csv,val
226,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_26.mp4,data\raw\sensors\accident_accident_rearend_26.csv,val
227,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_27.mp4,data\raw\sensors\accident_accident_rearend_27.csv,val
228,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_28.mp4,data\raw\sensors\accident_accident_rearend_28.csv,val
229,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_29.mp4,data\raw\sensors\accident_accident_rearend_29.csv,val
230,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_30.mp4,data\raw\sensors\accident_accident_rearend_30.csv,val
231,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_31.mp4,data\raw\sensors\accident_accident_rearend_31.csv,val
232,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_32.mp4,data\raw\sensors\accident_accident_rearend_32.csv,val
233,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_33.mp4,data\raw\sensors\accident_accident_rearend_33.csv,test
234,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_34.mp4,data\raw\sensors\accident_accident_rearend_34.csv,test
235,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_35.mp4,data\raw\sensors\accident_accident_rearend_35.csv,test
236,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_36.mp4,data\raw\sensors\accident_accident_rearend_36.csv,test
237,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_37.mp4,data\raw\sensors\accident_accident_rearend_37.csv,test
238,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_38.mp4,data\raw\sensors\accident_accident_rearend_38.csv,test
239,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_39.mp4,data\raw\sensors\accident_accident_rearend_39.csv,test
240,accident_rearend,accident,1,data\raw\videos\accident_accident_rearend_40.mp4,data\raw\sensors\accident_accident_rearend_40.csv,test
241,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_01.mp4,data\raw\sensors\accident_accident_tbone_spin_01.csv,train
242,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_02.mp4,data\raw\sensors\accident_accident_tbone_spin_02.csv,train
243,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_03.mp4,data\raw\sensors\accident_accident_tbone_spin_03.csv,train
244,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_04.mp4,data\raw\sensors\accident_accident_tbone_spin_04.csv,train
245,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_05.mp4,data\raw\sensors\accident_accident_tbone_spin_05.csv,train
246,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_06.mp4,data\raw\sensors\accident_accident_tbone_spin_06.csv,train
247,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_07.mp4,data\raw\sensors\accident_accident_tbone_spin_07.csv,train
248,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_08.mp4,data\raw\sensors\accident_accident_tbone_spin_08.csv,train
249,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_09.mp4,data\raw\sensors\accident_accident_tbone_spin_09.csv,train
250,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_10.mp4,data\raw\sensors\accident_accident_tbone_spin_10.csv,train
251,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_11.mp4,data\raw\sensors\accident_accident_tbone_spin_11.csv,train
252,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_12.mp4,data\raw\sensors\accident_accident_tbone_spin_12.csv,train
253,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_13.mp4,data\raw\sensors\accident_accident_tbone_spin_13.csv,train
254,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_14.mp4,data\raw\sensors\accident_accident_tbone_spin_14.csv,train
255,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_15.mp4,data\raw\sensors\accident_accident_tbone_spin_15.csv,train
256,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_16.mp4,data\raw\sensors\accident_accident_tbone_spin_16.csv,train
257,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_17.mp4,data\raw\sensors\accident_accident_tbone_spin_17.csv,train
258,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_18.mp4,data\raw\sensors\accident_accident_tbone_spin_18.csv,train
259,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_19.mp4,data\raw\sensors\accident_accident_tbone_spin_19.csv,train
260,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_20.mp4,data\raw\sensors\accident_accident_tbone_spin_20.csv,train
261,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_21.mp4,data\raw\sensors\accident_accident_tbone_spin_21.csv,train
262,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_22.mp4,data\raw\sensors\accident_accident_tbone_spin_22.csv,train
263,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_23.mp4,data\raw\sensors\accident_accident_tbone_spin_23.csv,train
264,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_24.mp4,data\raw\sensors\accident_accident_tbone_spin_24.csv,train
265,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_25.mp4,data\raw\sensors\accident_accident_tbone_spin_25.csv,val
266,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_26.mp4,data\raw\sensors\accident_accident_tbone_spin_26.csv,val
267,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_27.mp4,data\raw\sensors\accident_accident_tbone_spin_27.csv,val
268,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_28.mp4,data\raw\sensors\accident_accident_tbone_spin_28.csv,val
269,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_29.mp4,data\raw\sensors\accident_accident_tbone_spin_29.csv,val
270,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_30.mp4,data\raw\sensors\accident_accident_tbone_spin_30.csv,val
271,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_31.mp4,data\raw\sensors\accident_accident_tbone_spin_31.csv,val
272,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_32.mp4,data\raw\sensors\accident_accident_tbone_spin_32.csv,val
273,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_33.mp4,data\raw\sensors\accident_accident_tbone_spin_33.csv,test
274,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_34.mp4,data\raw\sensors\accident_accident_tbone_spin_34.csv,test
275,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_35.mp4,data\raw\sensors\accident_accident_tbone_spin_35.csv,test
276,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_36.mp4,data\raw\sensors\accident_accident_tbone_spin_36.csv,test
277,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_37.mp4,data\raw\sensors\accident_accident_tbone_spin_37.csv,test
278,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_38.mp4,data\raw\sensors\accident_accident_tbone_spin_38.csv,test
279,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_39.mp4,data\raw\sensors\accident_accident_tbone_spin_39.csv,test
280,accident_tbone_spin,accident,1,data\raw\videos\accident_accident_tbone_spin_40.mp4,data\raw\sensors\accident_accident_tbone_spin_40.csv,test
